Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/button_Podpsa""))",Chrome 123.0.0.0,,,17-04-2024 15:29:15,17-04-2024 15:29:15,"0,368s",PASSED
delay(10),Chrome 123.0.0.0,,,17-04-2024 15:29:15,17-04-2024 15:29:25,"10,013s",PASSED
podpisovac.podpisFormular(),Chrome 123.0.0.0,,,17-04-2024 15:29:25,17-04-2024 15:29:49,"23,802s",PASSED
"click(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/button_Odosla""))",Chrome 123.0.0.0,,,17-04-2024 15:29:49,17-04-2024 15:29:50,"0,496s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/h1_daje zo iadosti o piku boli odoslan""), ""Údaje zo žiadosti o pôžičku boli odoslané."")",Chrome 123.0.0.0,,,17-04-2024 15:29:50,17-04-2024 15:30:07,"17,737s",PASSED
"click(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/button_Prejs na domovsk strnku""))",Chrome 123.0.0.0,,,17-04-2024 15:30:07,17-04-2024 15:30:08,"0,711s",PASSED
"click(findTestObject(""Page_Portl elektronickch sluieb regionlneho_9bdbd3/a_Privtna zna""))",Chrome 123.0.0.0,,,17-04-2024 15:30:08,17-04-2024 15:30:09,"0,513s",PASSED
"click(findTestObject(""Page_Portl elektronickch sluieb regionlneho_9bdbd3/div_Zoznam rozpracovanch podan_icon-blue""))",Chrome 123.0.0.0,,,17-04-2024 15:30:09,17-04-2024 15:30:09,"0,795s",PASSED
"setText(findTestObject(""Page_Zoznam odoslanch podan  Elektronick sl_14b0c6/input_Identifiktor_identifikator""), identifikator)",Chrome 123.0.0.0,,,17-04-2024 15:30:09,17-04-2024 15:30:12,"2,263s",PASSED
"click(findTestObject(""Page_Zoznam odoslanch podan  Elektronick sl_14b0c6/button_Vyhada""))",Chrome 123.0.0.0,,,17-04-2024 15:30:12,17-04-2024 15:30:12,"0,376s",PASSED
"click(findTestObject(""Page_Zoznam odoslanch podan  Elektronick sl_14b0c6/a_Detail""))",Chrome 123.0.0.0,,,17-04-2024 15:30:12,17-04-2024 15:30:14,"1,578s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Detail podania  Elektronick sluby port_bcdefc/span_ESRVS-2024-2168""), identifikator)",Chrome 123.0.0.0,,,17-04-2024 15:30:14,17-04-2024 15:30:18,"4,018s",PASSED
"verifyElementText(findTestObject(""Page_Detail podania  Elektronick sluby port_bcdefc/span_Robert Chamraz""), ""Robert Chamraz"")",Chrome 123.0.0.0,,,17-04-2024 15:30:18,17-04-2024 15:30:18,"0,394s",PASSED
"verifyElementText(findTestObject(""Page_Detail podania  Elektronick sluby port_bcdefc/span_Podvanie iadosti o piku pre tudentov z_b27195""), ""Podávanie žiadosti o pôžičku pre študentov z Fondu na podporu vzdelávania (bez ručitela)"")",Chrome 123.0.0.0,,,17-04-2024 15:30:18,17-04-2024 15:30:18,"0,356s",PASSED
"click(findTestObject(""Page_Detail podania  Elektronick sluby port_bcdefc/a_Odhlsi""))",Chrome 123.0.0.0,,,17-04-2024 15:30:18,17-04-2024 15:30:23,"4,078s",PASSED
"verifyElementPresent(findTestObject(""Page_Portl elektronickch sluieb regionlneho_9bdbd3/a_Prihlsi sa""), 0)",Chrome 123.0.0.0,,,17-04-2024 15:30:23,17-04-2024 15:30:23,"0,574s",PASSED
closeBrowser(),Chrome 123.0.0.0,,,17-04-2024 15:30:23,17-04-2024 15:30:24,"0,767s",PASSED
delay(30),Chrome 123.0.0.0,,,17-04-2024 15:30:24,17-04-2024 15:30:54,"30,015s",PASSED
"mail.kontrolaMailu(2, identifikator)",Chrome 123.0.0.0,,,17-04-2024 15:30:54,17-04-2024 15:31:47,"52,719s",PASSED
,,,,,,,
Test Cases/Pozicky B/PozickaB_399079,Chrome 123.0.0.0,"Služba7.2.4.B Žiadosť o pôžičku pre študentov (bez zabezpečenia ručiteľom), autorizácia AD účtom, odoslanie nepodpísanej žiadosti - Slovák žijúci v zahraničí - odlišná  korešpondenčná adresa od trvalého pobytu - len Hlavné štúdium",,17-04-2024 15:31:47,17-04-2024 15:34:16,"2m - 29,427s",PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,17-04-2024 15:31:47,17-04-2024 15:31:49,"1,669s",PASSED
"navigateToUrl(""https://es-test.minedu.sk/"")",Chrome 123.0.0.0,,,17-04-2024 15:31:49,17-04-2024 15:31:55,"6,321s",PASSED
maximizeWindow(),Chrome 123.0.0.0,,,17-04-2024 15:31:55,17-04-2024 15:31:55,"0,143s",PASSED
"click(findTestObject(""Object Repository/Page_Portl elektronickch sluieb regionlneho_9bdbd3/a_Shlasm""))",Chrome 123.0.0.0,,,17-04-2024 15:31:55,17-04-2024 15:31:56,"0,390s",PASSED
"click(findTestObject(""Object Repository/Page_Portl elektronickch sluieb regionlneho_9bdbd3/a_Prihlsi sa""))",Chrome 123.0.0.0,,,17-04-2024 15:31:56,17-04-2024 15:31:58,"2,362s",PASSED
"click(findTestObject(""Object Repository/Page_Spsoby prihlsenia sa na portl - Iam.Web/div_Registranho formulra_icon""))",Chrome 123.0.0.0,,,17-04-2024 15:31:58,17-04-2024 15:31:58,"0,574s",PASSED
"setText(findTestObject(""Object Repository/Page_Identifiktor a heslo fyzickej osoby - Iam.Web/input_Zadajte svoj identifiktor_DomainName""), ""930382290"")",Chrome 123.0.0.0,,,17-04-2024 15:31:58,17-04-2024 15:31:59,"0,686s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Identifiktor a heslo fyzickej osoby - Iam.Web/input_Zadajte svoje prihlasovacie heslo_Password""), ""U8nf8IyamTpUg019is4peg=="")",Chrome 123.0.0.0,,,17-04-2024 15:31:59,17-04-2024 15:32:00,"0,406s",PASSED
"click(findTestObject(""Object Repository/Page_Identifiktor a heslo fyzickej osoby - Iam.Web/input_Zabudnut heslo_btn-continue""))",Chrome 123.0.0.0,,,17-04-2024 15:32:00,17-04-2024 15:32:02,"2,124s",PASSED
"click(findTestObject(""Object Repository/Page_Portl elektronickch sluieb regionlneho_9bdbd3/a_tudent""))",Chrome 123.0.0.0,,,17-04-2024 15:32:02,17-04-2024 15:32:04,"1,868s",PASSED
"click(findTestObject(""Object Repository/Page_Elektronick sluby pre tudentov  Elektr_37b4bf/a_Podvanie iadosti o piku pre tudentov z Fo_135f09""))",Chrome 123.0.0.0,,,17-04-2024 15:32:04,17-04-2024 15:32:04,"0,743s",PASSED
"click(findTestObject(""Object Repository/Page_Podvanie iadosti o piku pre tudentov z_37fe9e/a_Prejs na iados o piku (bez zabezpeenia ruiteom)""))",Chrome 123.0.0.0,,,17-04-2024 15:32:04,17-04-2024 15:32:06,"1,558s",PASSED
"waitForElementVisible(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/span_ESRVS-2024-2148""), 0)",Chrome 123.0.0.0,,,17-04-2024 15:32:06,17-04-2024 15:32:32,"26,304s",PASSED
"identifikator = getText(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/span_ESRVS-2024-2148""))",Chrome 123.0.0.0,,,17-04-2024 15:32:32,17-04-2024 15:32:33,"0,416s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/span_ESRVS-2024-2148""), identifikator, OPTIONAL)",Chrome 123.0.0.0,,,17-04-2024 15:32:33,17-04-2024 15:32:33,"0,285s",PASSED
"setText(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/input_Zadajte PS trvalho pobytu_UI_V_ZP_in__f1f09d""), ""05687"")",Chrome 123.0.0.0,,,17-04-2024 15:32:33,17-04-2024 15:32:34,"0,671s",PASSED
"setText(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/input_Zadajte kontaktn e-mailov adresu_UI_V_aee6cc""), ""barcik@ditec.sk"")",Chrome 123.0.0.0,,,17-04-2024 15:32:34,17-04-2024 15:32:34,"0,746s",PASSED
"setText(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/input_Zadajte najvy zskan titul (v prpade v_aad6cd""), ""Ing."")",Chrome 123.0.0.0,,,17-04-2024 15:32:34,17-04-2024 15:32:35,"0,775s",PASSED
"setText(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/input_Zadajte telefnne slo vrtane medzinrod_dbbd6c""), ""+421950654789"")",Chrome 123.0.0.0,,,17-04-2024 15:32:35,17-04-2024 15:32:36,"0,670s",PASSED
"click(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/button_Pokraova""))",Chrome 123.0.0.0,,,17-04-2024 15:32:36,17-04-2024 15:32:36,"0,336s",PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/select_Hlavn                               _477f09""), ""1"", true)",Chrome 123.0.0.0,,,17-04-2024 15:32:36,17-04-2024 15:32:37,"1,132s",PASSED
"selectOptionByValue(findTestObject(""Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/select_Hlavn2""), ""2"", false)",Chrome 123.0.0.0,,,17-04-2024 15:32:37,17-04-2024 15:32:38,"0,617s",PASSED
"click(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/button_Uloi""))",Chrome 123.0.0.0,,,17-04-2024 15:32:38,17-04-2024 15:32:38,"0,591s",PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/select_Vber Fakulta priemyselnch technolgi _aa995f""), ""400000105"", true)",Chrome 123.0.0.0,,,17-04-2024 15:32:38,17-04-2024 15:32:39,"1,048s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/input_Zadajte adresu koly_UI_V_ZP_in_SkolaS_4fb274""), 0, OPTIONAL)",Chrome 123.0.0.0,,,17-04-2024 15:32:39,17-04-2024 15:32:40,"0,306s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/input_De_UI_V_ZP_in_SkolaSlovenska_DatumZapisu-day""), 0, OPTIONAL)",Chrome 123.0.0.0,,,17-04-2024 15:32:40,17-04-2024 15:32:40,"0,304s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/input_Mesiac_UI_V_ZP_in_SkolaSlovenska_Datu_c1c0f2""), 0, OPTIONAL)",Chrome 123.0.0.0,,,17-04-2024 15:32:40,17-04-2024 15:32:40,"0,308s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/input_Rok_UI_V_ZP_in_SkolaSlovenska_DatumZa_88e07d""), 0, OPTIONAL)",Chrome 123.0.0.0,,,17-04-2024 15:32:40,17-04-2024 15:32:41,"0,298s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/input_I. stupe_UI_V_ZP_in_SkolaSlovenska_St_7dbc3c""), 0, OPTIONAL)",Chrome 123.0.0.0,,,17-04-2024 15:32:41,17-04-2024 15:32:41,"0,295s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/select_1                                   _3dfe8f""), 0, OPTIONAL)",Chrome 123.0.0.0,,,17-04-2024 15:32:41,17-04-2024 15:32:41,"0,296s",PASSED
"click(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/input_Zobrazi detail_UI_V_ZP_in_SkolaSloven_03cebd""))",Chrome 123.0.0.0,,,17-04-2024 15:32:41,17-04-2024 15:32:42,"0,335s",PASSED
"setText(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/input_Mesiac_UI_V_ZP_in_SkolaSlovenska_Datu_9c1a47""), ""5"")",Chrome 123.0.0.0,,,17-04-2024 15:32:42,17-04-2024 15:32:42,"0,612s",PASSED
"setText(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/input_Rok_UI_V_ZP_in_SkolaSlovenska_DatumSt_7956e6""), ""2027"")",Chrome 123.0.0.0,,,17-04-2024 15:32:42,17-04-2024 15:32:43,"0,665s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/input_tudujete sbene aj na inej fakulte  vy_e867b7""), 0, OPTIONAL)",Chrome 123.0.0.0,,,17-04-2024 15:32:43,17-04-2024 15:32:43,"0,302s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/select_Vber Akadmia ozbrojench sl generla M_e1eb3a""), 0, OPTIONAL)",Chrome 123.0.0.0,,,17-04-2024 15:32:43,17-04-2024 15:32:43,"0,296s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/select_Vber Evanjelick bohosloveck fakulta _9b66ac""), 0, OPTIONAL)",Chrome 123.0.0.0,,,17-04-2024 15:32:43,17-04-2024 15:32:44,"0,289s",PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/select_1                                   _4271de""), ""4"", true)",Chrome 123.0.0.0,,,17-04-2024 15:32:44,17-04-2024 15:32:45,"0,966s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/input_II. stupe_UI_V_ZP_in_DalsieStudiumSlo_199592""), 0, OPTIONAL)",Chrome 123.0.0.0,,,17-04-2024 15:32:45,17-04-2024 15:32:45,"0,275s",PASSED
"setText(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/input_Mesiac_UI_V_ZP_in_DalsieStudiumSloven_ae0432""), ""6"")",Chrome 123.0.0.0,,,17-04-2024 15:32:45,17-04-2024 15:32:46,"0,654s",PASSED
"setText(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/input_Rok_UI_V_ZP_in_DalsieStudiumSlovenska_e3d9a8""), ""2026"")",Chrome 123.0.0.0,,,17-04-2024 15:32:46,17-04-2024 15:32:46,"0,623s",PASSED
"click(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/button_Pokraova""))",Chrome 123.0.0.0,,,17-04-2024 15:32:46,17-04-2024 15:32:47,"0,324s",PASSED
"setText(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/input_tudent  III. stupa vysokokolskho tdia_8c32d4""), ""2000"")",Chrome 123.0.0.0,,,17-04-2024 15:32:47,17-04-2024 15:32:47,"0,765s",PASSED
"setText(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/input_Zadajte poadovan splatnos piky na cel_96d0f4""), ""10"")",Chrome 123.0.0.0,,,17-04-2024 15:32:47,17-04-2024 15:32:48,"0,677s",PASSED
"click(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/button_Pokraova""))",Chrome 123.0.0.0,,,17-04-2024 15:32:48,17-04-2024 15:32:49,"0,572s",PASSED
"click(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/input_Oznamu o monosti predkladania iadost _3ca0bd""))",Chrome 123.0.0.0,,,17-04-2024 15:32:49,17-04-2024 15:32:49,"0,577s",PASSED
"click(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/button_Pokraova""))",Chrome 123.0.0.0,,,17-04-2024 15:32:49,17-04-2024 15:32:50,"0,543s",PASSED
"click(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/button_Detail""))",Chrome 123.0.0.0,,,17-04-2024 15:32:50,17-04-2024 15:32:50,"0,484s",PASSED
"click(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/input_Potvrdenie o nvteve V v SR (iadate)_s_46946e""))",Chrome 123.0.0.0,,,17-04-2024 15:32:50,17-04-2024 15:32:51,"0,482s",PASSED
"click(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/button_Uloi_1""))",Chrome 123.0.0.0,,,17-04-2024 15:32:51,17-04-2024 15:32:51,"0,327s",PASSED
"click(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/button_Detail_1""))",Chrome 123.0.0.0,,,17-04-2024 15:32:51,17-04-2024 15:32:52,"0,547s",PASSED
"click(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/input_Potvrdenie o nvteve V v SR (iadate)_s_46946e""))",Chrome 123.0.0.0,,,17-04-2024 15:32:52,17-04-2024 15:32:52,"0,544s",PASSED
"click(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/button_Uloi_1""))",Chrome 123.0.0.0,,,17-04-2024 15:32:52,17-04-2024 15:32:52,"0,308s",PASSED
"click(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/button_Detail_1_2""))",Chrome 123.0.0.0,,,17-04-2024 15:32:52,17-04-2024 15:32:53,"0,555s",PASSED
"click(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/input_Potvrdenie o nvteve V v SR (iadate)_s_46946e""))",Chrome 123.0.0.0,,,17-04-2024 15:32:53,17-04-2024 15:32:54,"0,549s",PASSED
"click(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/button_Uloi_1""))",Chrome 123.0.0.0,,,17-04-2024 15:32:54,17-04-2024 15:32:54,"0,322s",PASSED
"setText(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/input_Zadajte miesto odoslania iadosti_UI_V_59ba54""), ""Bratislava"")",Chrome 123.0.0.0,,,17-04-2024 15:32:54,17-04-2024 15:32:55,"0,868s",PASSED
"click(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/button_Pokraova""))",Chrome 123.0.0.0,,,17-04-2024 15:32:55,17-04-2024 15:32:55,"0,457s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/div_ESRVS-2024-2148""), identifikator, OPTIONAL)",Chrome 123.0.0.0,,,17-04-2024 15:32:55,17-04-2024 15:32:57,"1,761s",PASSED
"click(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/input_shlasm so zskanm dajov z referennch r_c9102a""))",Chrome 123.0.0.0,,,17-04-2024 15:32:57,17-04-2024 15:32:57,"0,323s",PASSED
"click(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/input_www.fnpv.sk_UI_V_ZP_in_CHB_OsobneUdaj_50afb9""))",Chrome 123.0.0.0,,,17-04-2024 15:32:57,17-04-2024 15:32:58,"0,335s",PASSED
"click(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/button_Odosla nepodpsan iados o piku a vytl_be1331""))",Chrome 123.0.0.0,,,17-04-2024 15:32:58,17-04-2024 15:32:58,"0,544s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/h1_daje zo iadosti o piku boli odoslan""), 0, OPTIONAL)",Chrome 123.0.0.0,,,17-04-2024 15:32:58,17-04-2024 15:33:17,"18,852s",PASSED
"click(findTestObject(""Object Repository/Page_Formulr iadosti o piku (bez zabezpeeni_2a8278/a_Privtna zna""))",Chrome 123.0.0.0,,,17-04-2024 15:33:17,17-04-2024 15:33:18,"0,597s",PASSED
"click(findTestObject(""Object Repository/Page_Portl elektronickch sluieb regionlneho_9bdbd3/div_Zoznam rozpracovanch podan_icon-blue""))",Chrome 123.0.0.0,,,17-04-2024 15:33:18,17-04-2024 15:33:18,"0,846s",PASSED
"setText(findTestObject(""Object Repository/Page_Zoznam odoslanch podan  Elektronick sl_14b0c6/input_Identifiktor_identifikator""), identifikator)",Chrome 123.0.0.0,,,17-04-2024 15:33:18,17-04-2024 15:33:22,"3,082s",PASSED
"click(findTestObject(""Object Repository/Page_Zoznam odoslanch podan  Elektronick sl_14b0c6/button_Vyhada""))",Chrome 123.0.0.0,,,17-04-2024 15:33:22,17-04-2024 15:33:22,"0,375s",PASSED
"click(findTestObject(""Object Repository/Page_Zoznam odoslanch podan  Elektronick sl_14b0c6/a_Detail""))",Chrome 123.0.0.0,,,17-04-2024 15:33:22,17-04-2024 15:33:24,"1,688s",PASSED
